"","BHK","Rent","Size","Area.Type","Area.Locality","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact"
"516","3",60000,1800,"Super Area","in Saligramam","Semi-Furnished","Bachelors",3,"Contact Agent"
"517","2",18000,985,"Carpet Area","Selaiyur","Unfurnished","Bachelors",2,"Contact Owner"
"518","4",70000,2880,"Super Area","Thoraipakkam","Semi-Furnished","Bachelors",3,"Contact Agent"
"519","2",10000,850,"Super Area","Madambakkam","Unfurnished","Bachelors",2,"Contact Owner"
"520","3",20000,1100,"Carpet Area","independent Apartment dhandeeshwatam nagar velachery","Unfurnished","Bachelors/Family",2,"Contact Owner"
"521","2",16000,1100,"Super Area","Madipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"522","2",10000,1500,"Super Area","Tambaram, GST Road","Furnished","Bachelors/Family",2,"Contact Owner"
"523","3",100000,1975,"Super Area","Egmore, PH Road","Semi-Furnished","Family",3,"Contact Agent"
"524","1",7000,400,"Super Area","Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road","Unfurnished","Bachelors/Family",1,"Contact Owner"
"525","2",17000,914,"Super Area","Adambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"526","2",17000,1000,"Super Area","Velachery","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"527","3",39000,1170,"Super Area","Teynampet","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"528","1",6500,350,"Super Area","Mugalivakkam","Unfurnished","Bachelors/Family",1,"Contact Owner"
"529","3",15000,1120,"Carpet Area","BHEL Nagar-Medavakkam","Unfurnished","Bachelors",2,"Contact Owner"
"530","2",17000,1100,"Super Area","Puzhuthivakkam, Madipakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"531","1",6800,500,"Super Area","Thiruverkkadu","Unfurnished","Bachelors/Family",1,"Contact Owner"
"532","3",110000,1435,"Super Area","Nungambakkam","Furnished","Bachelors/Family",3,"Contact Owner"
"533","1",8500,200,"Carpet Area","Arumbakkam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"534","3",65000,1444,"Super Area","Nungambakkam","Semi-Furnished","Bachelors",3,"Contact Agent"
"535","1",7500,350,"Super Area","Kilpauk","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"536","2",10000,800,"Super Area","Perumbakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"537","3",34000,1503,"Carpet Area","Ram Nagar-Nanganallur","Semi-Furnished","Family",2,"Contact Owner"
"538","3",17000,1200,"Super Area","Selaiyur","Unfurnished","Bachelors/Family",3,"Contact Owner"
"539","3",23000,900,"Carpet Area","Loganathan Colony, Mylapore","Unfurnished","Bachelors",2,"Contact Owner"
"540","1",17000,625,"Super Area","Iyyappanthangal","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"541","2",8500,860,"Super Area","Vandalur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"542","2",10000,960,"Super Area","Chromepet, GST Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"543","2",8000,550,"Super Area","Perungalathur, Chennai Bypass Road","Unfurnished","Bachelors",1,"Contact Owner"
"544","3",30000,1000,"Super Area","Egmore, PH Road","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"545","1",15000,520,"Super Area","Vadapalani","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"546","3",25000,1500,"Super Area","Arumbakkam","Unfurnished","Bachelors/Family",2,"Contact Agent"
"547","2",16500,966,"Super Area","Kolathur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"548","3",40000,1400,"Super Area","Semmancheri","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"549","3",15000,1300,"Super Area","Sriperumbudur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"550","3",12000,1062,"Super Area","Pudupakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"551","3",35000,1850,"Carpet Area","Thoraipakkam","Semi-Furnished","Bachelors",3,"Contact Owner"
"552","2",8000,600,"Carpet Area","Ambattur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"553","2",11000,1000,"Super Area","Poonamallee","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"554","3",20000,1065,"Super Area","Washermanpet","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"555","3",17000,950,"Carpet Area","Kattupakkam, PH Road","Unfurnished","Bachelors",3,"Contact Owner"
"556","2",9000,740,"Super Area","Chitlapakkam","Unfurnished","Family",2,"Contact Owner"
"557","2",16500,700,"Super Area","Ashok Nagar","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"558","2",12000,880,"Carpet Area","Thiruneermalai","Unfurnished","Family",2,"Contact Owner"
"559","2",12500,890,"Super Area","Padur, Old Mahabalipuram Road","Unfurnished","Bachelors",2,"Contact Owner"
"560","2",25000,1100,"Super Area","Besant Nagar","Unfurnished","Bachelors/Family",2,"Contact Owner"
"561","2",15000,700,"Super Area","Ambattur","Furnished","Bachelors/Family",2,"Contact Owner"
"562","3",14000,1155,"Super Area","Old Mahabalipuram Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"563","3",72000,1500,"Carpet Area","R.A Puram, Mandaiveli","Semi-Furnished","Bachelors",3,"Contact Agent"
"564","1",10000,550,"Super Area","Ambattur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"565","2",17000,1000,"Super Area","Mogappair East","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"566","2",12000,550,"Super Area","Choolaimedu","Unfurnished","Bachelors/Family",2,"Contact Owner"
"567","3",72000,2900,"Carpet Area","MRC Nagar","Semi-Furnished","Bachelors",3,"Contact Agent"
"568","3",26000,2100,"Super Area","Sholinganallur","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"569","2",10500,1000,"Super Area","Perungalathur, Chennai Bypass Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"570","2",15000,800,"Super Area","Anakaputhur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"571","2",8500,900,"Carpet Area","Valasaravakkam, Arcot Road","Unfurnished","Bachelors",1,"Contact Owner"
"572","2",10000,800,"Carpet Area","Kovilambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"573","2",10000,1015,"Super Area","Poonamallee","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"574","3",25000,1700,"Super Area","Urapakkam, Vandalur R.F, GST Road","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"575","1",10000,850,"Super Area","Madambakkam","Unfurnished","Bachelors/Family",1,"Contact Owner"
"576","2",13000,1260,"Super Area","Porur","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"577","2",16000,800,"Super Area","Nanganallur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"578","1",5000,550,"Carpet Area","5000","Unfurnished","Bachelors/Family",1,"Contact Owner"
"579","2",9500,800,"Carpet Area","Ask Nagar, Adambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"580","3",18000,1200,"Carpet Area","Nesapakkam","Semi-Furnished","Bachelors",2,"Contact Owner"
"581","3",24000,1570,"Super Area","Selaiyur","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"582","1",6166,570,"Super Area","Mangadu","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"583","2",20000,900,"Super Area","Anna Nagar West","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"584","2",13000,700,"Super Area","Chintadripet","Unfurnished","Bachelors/Family",2,"Contact Owner"
"585","1",8000,500,"Super Area","Villivakkam, Jawaharlal Nehru Road","Unfurnished","Bachelors/Family",1,"Contact Owner"
"586","2",18000,1000,"Super Area","Sholinganallur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"587","2",20000,700,"Carpet Area","Mambalam West","Unfurnished","Bachelors/Family",2,"Contact Owner"
"588","2",14000,690,"Super Area","Velachery","Unfurnished","Bachelors/Family",1,"Contact Owner"
"589","2",15000,100,"Carpet Area","Mogappair East","Semi-Furnished","Family",2,"Contact Owner"
"590","3",25000,1200,"Carpet Area","Chromepet, GST Road","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"591","2",26000,1200,"Carpet Area","Nungambakkam","Semi-Furnished","Bachelors",2,"Contact Agent"
"592","2",9000,800,"Super Area","Mudichur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"593","3",15000,1157,"Super Area","Kelambakkam, Old Mahabalipuram Road","Unfurnished","Bachelors/Family",3,"Contact Owner"
"594","2",15000,780,"Super Area","Velachery","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"595","3",130000,2792,"Super Area","Kellys","Furnished","Bachelors/Family",5,"Contact Owner"
"596","1",7500,500,"Super Area","Pallikaranai","Unfurnished","Bachelors/Family",1,"Contact Owner"
"597","2",9500,750,"Super Area","Perumbakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"598","6",60000,1800,"Super Area","Besant Nagar","Furnished","Bachelors/Family",6,"Contact Owner"
"599","1",7000,500,"Super Area","Koyambedu","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"600","2",23000,1153,"Super Area","Mangadu","Semi-Furnished","Family",2,"Contact Owner"
"601","1",18000,500,"Super Area","Anna Nagar","Furnished","Bachelors/Family",1,"Contact Owner"
"602","3",18000,1000,"Carpet Area","Kelambakkam, Old Mahabalipuram Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"603","1",6000,510,"Super Area","Madhavaram, Guntur Chennai Highway","Unfurnished","Bachelors/Family",1,"Contact Owner"
"604","2",13000,730,"Carpet Area","Keelkattalai","Semi-Furnished","Family",2,"Contact Owner"
"605","2",15000,950,"Super Area","Velachery","Unfurnished","Bachelors/Family",2,"Contact Owner"
"606","2",10000,730,"Super Area","Santhosapuram, Medavakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"607","3",22000,1400,"Super Area","Madhavaram, Guntur Chennai Highway","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"608","2",10000,900,"Super Area","Poonamallee","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"609","1",6500,506,"Super Area","Pallikaranai","Unfurnished","Bachelors/Family",1,"Contact Owner"
"610","2",7000,749,"Super Area","Thandalam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"611","1",18000,520,"Super Area","T Nagar","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"612","2",7000,850,"Super Area","Padapai","Unfurnished","Bachelors/Family",2,"Contact Owner"
"613","2",22000,1000,"Super Area","Lake Area, Nungambakkam","Semi-Furnished","Family",2,"Contact Owner"
"614","1",7000,600,"Super Area","Kundrathur, Pallavaram Kundrathur Main Road","Unfurnished","Bachelors",1,"Contact Owner"
"615","1",15000,1900,"Carpet Area","Kailasapuram-Mylapore","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"616","2",8000,600,"Carpet Area","Rajakilpakkam, Selaiyur","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"617","1",7000,500,"Super Area","Selaiyur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"618","1",9000,550,"Super Area","Pammal","Unfurnished","Bachelors/Family",1,"Contact Owner"
"619","2",9800,1200,"Super Area","Medavakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"620","3",14500,1107,"Carpet Area","sspdl Mayfair","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"621","1",15000,550,"Carpet Area","Iyyappanthangal","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"622","2",22000,1150,"Carpet Area","Iyyappanthangal","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"623","2",9000,600,"Super Area","Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"624","3",18000,1235,"Super Area","Perambur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"625","1",8500,600,"Super Area","Tharamani","Unfurnished","Bachelors/Family",2,"Contact Owner"
"626","1",6500,400,"Super Area","Perungalathur, Chennai Bypass Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"627","3",40000,1400,"Carpet Area","Nandambakkam","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"628","3",17000,800,"Carpet Area","Royapettah","Unfurnished","Bachelors/Family",2,"Contact Owner"
"629","2",12000,700,"Super Area","Maduravoyal","Unfurnished","Bachelors/Family",2,"Contact Owner"
"630","2",30000,900,"Carpet Area","Anna Nagar","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"631","1",4000,400,"Super Area","Rani Anna Nagar","Unfurnished","Bachelors/Family",1,"Contact Owner"
"632","2",14000,850,"Super Area","Banu Nagar","Furnished","Bachelors/Family",2,"Contact Owner"
"633","3",25000,1415,"Super Area","G S T Road","Furnished","Bachelors/Family",2,"Contact Owner"
"634","1",8000,281,"Carpet Area","Thiruvanmiyur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"635","1",12500,600,"Super Area","Arumbakkam","Furnished","Bachelors/Family",1,"Contact Owner"
"636","5",100000,6000,"Super Area","Navalur","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"637","2",14000,1050,"Carpet Area","Perambur","Unfurnished","Bachelors",2,"Contact Owner"
"638","1",7500,390,"Carpet Area","Bharath Nagar, Porur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"639","3",17500,950,"Carpet Area","chettipunniyam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"640","3",27000,1500,"Carpet Area","Sholinganallur","Semi-Furnished","Family",3,"Contact Owner"
"641","2",16500,200,"Carpet Area","Purasawalkam, PH Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"642","2",12000,926,"Super Area","Madipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"643","3",45000,1700,"Carpet Area","Gandhi Nagar Adyar","Semi-Furnished","Bachelors",3,"Contact Owner"
"644","2",15000,1068,"Carpet Area","Kamakoti Nagar, Pallikaranai","Semi-Furnished","Family",2,"Contact Owner"
"645","3",14000,1800,"Carpet Area","TTK Nagar, Tambaram","Semi-Furnished","Family",3,"Contact Owner"
"646","2",17000,590,"Carpet Area","Mambalam West","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"647","3",34999,1400,"Carpet Area","Virugambakkam","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"648","1",7000,550,"Carpet Area","Mahindra World City","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"649","1",10500,520,"Super Area","Semmancheri","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"650","2",15000,900,"Super Area","Valasaravakkam, Arcot Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"651","2",10000,700,"Super Area","Nanmangalam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"652","1",7000,400,"Super Area","Medavakkam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"653","4",200000,2280,"Carpet Area","Mylapore","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"654","2",12000,826,"Super Area","Medavakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"655","2",10000,1050,"Super Area","Sembakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"656","2",15000,700,"Super Area","Alandur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"657","2",19000,800,"Carpet Area","Thoraipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"658","2",25000,850,"Super Area","Old Pallavaram, Alandur","Furnished","Bachelors/Family",2,"Contact Owner"
"659","1",10000,502,"Super Area","T Nagar","Unfurnished","Bachelors/Family",1,"Contact Owner"
"660","2",13000,925,"Carpet Area","Nest bliss sholinganallur","Unfurnished","Bachelors",2,"Contact Owner"
"661","2",12500,500,"Super Area","Kolathur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"662","2",10000,950,"Super Area","Adambakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"663","2",16000,930,"Super Area","Mogappair East","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"664","2",11000,950,"Carpet Area","Menambedu","Semi-Furnished","Family",2,"Contact Owner"
"665","2",13000,800,"Carpet Area","Devi Karumariamman Nagar, Velachery","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"666","2",15000,950,"Super Area","Neelankarai, E Coast Road","Semi-Furnished","Family",1,"Contact Owner"
"667","3",15000,1100,"Carpet Area","Ponniamman Nagar, Iyyappanthangal","Unfurnished","Family",2,"Contact Owner"
"668","2",20000,750,"Super Area","Anna Nagar","Unfurnished","Bachelors/Family",3,"Contact Owner"
"669","2",12000,1000,"Super Area","Thalambur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"670","2",600000,950,"Carpet Area","Vettuvankeni","Unfurnished","Bachelors",2,"Contact Owner"
"671","2",11000,800,"Super Area","Narayanapuram, Kovilambakkam","Semi-Furnished","Family",2,"Contact Owner"
"672","1",10000,500,"Carpet Area","Kodambakkam","Unfurnished","Bachelors",1,"Contact Agent"
"673","3",30000,1500,"Carpet Area","Porur","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"674","1",8000,550,"Super Area","Padur, Old Mahabalipuram Road","Furnished","Bachelors/Family",1,"Contact Owner"
"675","1",7000,400,"Super Area","Nanmangalam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"676","1",10000,550,"Carpet Area","Luz, Mylapore","Unfurnished","Bachelors",1,"Contact Owner"
"677","2",9300,730,"Super Area","Ambattur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"678","2",10500,1000,"Carpet Area","Kambar Nagar-Kolathur","Semi-Furnished","Family",2,"Contact Owner"
"679","2",16000,975,"Carpet Area","Kovilambakkam","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"680","2",20000,1800,"Super Area","Old Mahabalipuram Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"681","2",9000,745,"Super Area","Ambattur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"682","2",18000,900,"Carpet Area","Medavakkam","Semi-Furnished","Family",2,"Contact Agent"
"683","2",10000,600,"Super Area","Jaya Nagar, Porur, Chennai Bypass Road","Unfurnished","Family",2,"Contact Owner"
"684","2",16000,600,"Super Area","Saidapet","Unfurnished","Bachelors/Family",2,"Contact Owner"
"685","1",13500,450,"Carpet Area","Kodambakkam","Unfurnished","Bachelors",1,"Contact Owner"
"686","2",16000,1030,"Super Area","Thoraipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"687","2",8500,833,"Super Area","Perungalathur, Chennai Bypass Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"688","2",15000,1000,"Super Area","Madipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"689","2",8200,840,"Carpet Area","rajakillpakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"690","2",20000,750,"Carpet Area","Velachery","Furnished","Family",2,"Contact Owner"
"691","2",9000,950,"Super Area","Kattupakkam, PH Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"692","1",13500,550,"Super Area","Anna Nagar","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"693","3",26000,1125,"Super Area","Purasawalkam, PH Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"694","2",11000,700,"Carpet Area","Tiruvottiyur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"695","2",18000,1100,"Super Area","Tambaram West, Tambaram, Chennai Bypass Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"696","2",10000,700,"Super Area","Kubera Nagar, Madipakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"697","3",40000,1250,"Carpet Area","T Nagar","Semi-Furnished","Bachelors",3,"Contact Agent"
"698","2",24000,1100,"Super Area","Vadapalani","Unfurnished","Bachelors/Family",2,"Contact Owner"
"699","1",18000,475,"Carpet Area","Sholinganallur","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"700","2",11000,530,"Super Area","Jyothi Nagar-Ekkatuthangal","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"701","2",23000,1050,"Carpet Area","Vadapalani","Semi-Furnished","Family",2,"Contact Agent"
"702","2",11000,830,"Super Area","Sembakkam","Semi-Furnished","Family",2,"Contact Owner"
"703","2",8000,809,"Super Area","Chromepet, GST Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"704","2",15000,900,"Super Area","Kattupakkam, PH Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"705","1",9500,700,"Super Area","Santhosapuram, Medavakkam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"706","2",13500,1150,"Super Area","Tambaram West, Tambaram, Chennai Bypass Road","Semi-Furnished","Bachelors",2,"Contact Owner"
"707","1",11000,750,"Super Area","Porur Gardens","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"708","2",13000,920,"Super Area","Ullagaram, Pallavaram-Thuraipakkam Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"709","2",25000,1050,"Carpet Area","Vadapalani","Semi-Furnished","Family",2,"Contact Agent"
"710","2",12000,1800,"Super Area","Madambakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"711","2",25000,1000,"Carpet Area","Adyar, Sardar Patel Road","Semi-Furnished","Bachelors",2,"Contact Agent"
"712","3",8500,1062,"Carpet Area","Siruseri","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"713","2",8500,800,"Super Area","Ambattur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"714","1",5000,450,"Super Area","Thirumullaivoyal","Unfurnished","Bachelors/Family",1,"Contact Owner"
"715","2",8500,900,"Super Area","Perungalathur, Chennai Bypass Road","Unfurnished","Bachelors/Family",1,"Contact Owner"
"716","4",100000,2240,"Carpet Area","Anna Nagar","Furnished","Bachelors/Family",4,"Contact Agent"
"717","1",7500,500,"Super Area","Kovur","Unfurnished","Bachelors/Family",1,"Contact Owner"
"718","1",7000,750,"Super Area","Pammal","Unfurnished","Bachelors/Family",1,"Contact Agent"
"719","3",26000,1400,"Super Area","Chromepet, GST Road","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"720","2",12000,1200,"Carpet Area","CBI Colony","Semi-Furnished","Bachelors",2,"Contact Owner"
"721","2",18000,1424,"Super Area","kumari neo town","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"722","1",13000,450,"Super Area","Arasankalani","Unfurnished","Bachelors",1,"Contact Owner"
"723","3",160000,2700,"Super Area","T Nagar","Furnished","Bachelors",2,"Contact Agent"
"724","2",8000,805,"Super Area","Urapakkam, Vandalur R.F, GST Road","Unfurnished","Bachelors/Family",2,"Contact Owner"
"725","1",6000,434,"Super Area","Thirumazhisai","Unfurnished","Bachelors/Family",1,"Contact Owner"
"726","2",12500,1000,"Super Area","Perambur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"727","1",6500,595,"Super Area","Vengaivasal, Medavakkam","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"728","2",10000,685,"Super Area","Kolathur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"729","2",12500,1075,"Super Area","Teachers's Colony-Lakshmipuram","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"730","3",22000,1100,"Carpet Area","Velachery","Semi-Furnished","Bachelors",3,"Contact Agent"
"731","2",17000,950,"Carpet Area","Madipakkam","Unfurnished","Family",2,"Contact Owner"
"732","3",20000,1500,"Super Area","Semmenchery","Unfurnished","Bachelors",3,"Contact Owner"
"733","3",22000,1100,"Super Area","Porur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"734","2",11500,1100,"Carpet Area","Valasaravakkam, Arcot Road","Semi-Furnished","Bachelors",2,"Contact Owner"
"735","3",23000,1000,"Carpet Area","Keelkatalai","Unfurnished","Bachelors",3,"Contact Owner"
"736","2",19000,800,"Super Area","Mambalam West","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"737","3",45000,1500,"Super Area","CIT Nagar","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"738","3",17000,1250,"Super Area","Madipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"739","2",9500,650,"Carpet Area","Pallikaranai","Unfurnished","Bachelors/Family",2,"Contact Owner"
"740","3",45000,1650,"Super Area","Valasaravakkam, Arcot Road","Unfurnished","Bachelors/Family",3,"Contact Agent"
"741","4",60000,2317,"Super Area","Sholinganallur","Unfurnished","Bachelors/Family",4,"Contact Agent"
"742","2",12000,950,"Super Area","Radha Nagar, Chrompet","Semi-Furnished","Family",2,"Contact Owner"
"743","3",40000,1700,"Super Area","KK Nagar","Furnished","Bachelors/Family",3,"Contact Owner"
"744","3",16000,1300,"Super Area","Porur","Furnished","Bachelors/Family",2,"Contact Owner"
"745","2",9000,805,"Super Area","Madipakkam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"746","2",35000,1109,"Super Area","Adyar, Thiruvanmiyur, Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"747","1",4000,300,"Super Area","Tiruvottiyur","Unfurnished","Bachelors",1,"Contact Owner"
"748","2",11000,700,"Super Area","Tharamani","Unfurnished","Bachelors/Family",1,"Contact Owner"
"749","2",9500,950,"Super Area","Manali, Manali High Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"750","3",25000,1290,"Super Area","Poonamalle","Unfurnished","Bachelors/Family",3,"Contact Owner"
"751","2",10000,950,"Super Area","S.Kolathur","Unfurnished","Bachelors/Family",2,"Contact Owner"
"752","1",12000,400,"Super Area","Besant Nagar","Furnished","Bachelors/Family",1,"Contact Owner"
"753","2",19397,2000,"Super Area","Guduvancheri","Furnished","Bachelors/Family",2,"Contact Owner"
"754","2",12000,939,"Super Area","New Perungalathur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"755","3",10000,1200,"Carpet Area","Kovur","Unfurnished","Bachelors/Family",3,"Contact Owner"
"756","2",20000,1800,"Super Area","Ambattur Industrial Estate, Chennai Bypass Road","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"757","3",15000,1200,"Carpet Area","Madambakkam","Unfurnished","Bachelors/Family",2,"Contact Agent"
"758","2",28000,1200,"Super Area","Kodambakkam","Semi-Furnished","Family",2,"Contact Owner"
"759","3",10000,1750,"Super Area","Kuthanur","Unfurnished","Bachelors/Family",3,"Contact Owner"
"760","1",3500,300,"Super Area","Mogappair West","Unfurnished","Bachelors/Family",1,"Contact Owner"
"761","1",8000,650,"Carpet Area","Sholinganallur","Unfurnished","Bachelors",1,"Contact Owner"
"762","2",13500,950,"Super Area","Iyyappanthangal","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"763","3",36000,1610,"Super Area","Vadapalani","Semi-Furnished","Family",3,"Contact Agent"
"764","2",15000,900,"Super Area","Kodungaiyur East","Unfurnished","Bachelors/Family",2,"Contact Owner"
"765","1",5000,550,"Carpet Area","Tambaram, GST Road","Unfurnished","Bachelors/Family",1,"Contact Owner"
"766","2",10000,700,"Super Area","Nanmangalam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"767","2",10000,800,"Super Area","Madipakkam","Unfurnished","Bachelors/Family",2,"Contact Owner"
"768","2",8500,580,"Super Area","Sholinganallur","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"769","2",11000,950,"Super Area","Nandanam","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"770","1",8000,700,"Carpet Area","Nemilichery, Chromepet","Unfurnished","Bachelors/Family",1,"Contact Owner"
"771","2",12000,600,"Super Area","Bharathidasan Colony, KK Nagar","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"772","1",5000,200,"Super Area","Mambalam West","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"773","1",7000,600,"Super Area","Iyyappanthangal","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
